What,what,what,364447,PRON,nsubj,True,0
's,be,be,29345,AUX,ROOT,True,1
scarier,scary,scary,279756,ADJ,acomp,False,1
than,than,than,320565,SCONJ,prep,True,0
fake,fake,fake,109380,ADJ,amod,False,1
blood,blood,blood,36415,NOUN,pobj,False,1
guts,gut,gut,131583,NOUN,conj,False,1
and,and,and,12285,CCONJ,cc,True,0
scars,scar,scar,279694,NOUN,conj,False,1
How,how,how,144540,ADV,advmod,True,0
much,much,much,194510,ADJ,dobj,True,0
can,can,can,45964,VERB,aux,True,0
cost,cost,cost,70153,VERB,advcl,False,1
S,S,s,275971,PROPN,nsubj,False,0
So,so,so,295959,ADV,advmod,True,0
try,try,try,329065,VERB,ROOT,False,0
these,these,these,321594,DET,det,True,0
gory,gory,gory,128126,NOUN,nmod,False,1
homemade,homemade,homemade,142803,ADJ,amod,False,1
solutions,solution,solution,296901,NOUN,dobj,False,1
